id,altitude,availableBikes,availableDocks,city,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusKey,statusValue,testStation,totalDocks
3062,"",11,12,"","",2019-06-12T19:17:15.000-07:00,40.69539817,"",-73.94954908,"",Myrtle Ave & Marcy Ave,"",Myrtle Ave & Marcy Ave,1,In Service,false,23
3154,"",7,24,"","",2019-06-12T19:15:04.000-07:00,40.77314236,"",-73.95856158,"",E 77 St & 3 Ave,"",E 77 St & 3 Ave,1,In Service,false,31
3508,"",3,25,"","",2019-06-12T19:16:22.000-07:00,40.809725,"",-73.953149,"",St Nicholas Ave & Manhattan Ave,"",St Nicholas Ave & Manhattan Ave,1,In Service,false,31
3582,"",10,17,"","",2019-06-12T19:16:40.000-07:00,40.6721683,"",-73.9609,"",Lincoln Pl & Classon Ave,"",Lincoln Pl & Classon Ave,1,In Service,false,28
3693,"",10,17,"","",2019-06-12T19:17:05.000-07:00,40.72248188638219,"",-73.95921930670738,"",N 11 St & Kent Ave,"",N 11 St & Kent Ave,1,In Service,false,27
251,"",19,6,"","",2019-06-12T19:16:06.000-07:00,40.72317958,"",-73.99480012,"",Mott St & Prince St,"",Mott St & Prince St,1,In Service,false,27
259,"",0,37,"","",2019-06-12T19:17:11.000-07:00,40.70122128,"",-74.01234218,"",S St & Whitehall St,"",S St & Whitehall St,1,In Service,false,39
366,"",32,1,"","",2019-06-12T19:17:41.000-07:00,40.693261,"",-73.968896,"",Clinton Ave & Myrtle Ave,"",Clinton Ave & Myrtle Ave,1,In Service,false,33
3187,"",0,20,"","",2019-06-12T19:13:48.000-07:00,40.7211236,"",-74.03805095,"",Warren St,"",Warren St,1,In Service,false,22
3303,"",15,10,"","",2019-06-12T19:17:13.000-07:00,40.6849894,"",-73.99440329,"",Butler St & Court St,"",Butler St & Court St,1,In Service,false,25
3359,"",1,34,"","",2019-06-12T19:17:37.000-07:00,40.7691572,"",-73.96703464,"",E 68 St & Madison Ave,"",E 68 St & Madison Ave,1,In Service,false,35
282,"",16,11,"","",2019-06-12T19:17:34.000-07:00,40.707644944175705,"",-73.96841526031494,"",Kent Ave & S 11 St,"",Kent Ave & S 11 St,1,In Service,false,27
285,"",4,49,"","",2019-06-12T19:17:30.000-07:00,40.73454567,"",-73.99074142,"",Broadway & E 14 St,"",Broadway & E 14 St,1,In Service,false,53
2000,"",4,26,"","",2019-06-12T19:16:37.000-07:00,40.70255088,"",-73.98940236,"",Front St & Washington St,"",Front St & Washington St,1,In Service,false,30
3629,"",4,29,"","",2019-06-12T19:15:29.000-07:00,40.809495347779475,"",-73.94776493310928,"",Adam Clayton Powell Blvd & W 126 St,"",Adam Clayton Powell Blvd & W 126 St,1,In Service,false,33
522,"",1,50,"","",2019-06-12T19:14:54.000-07:00,40.75714758,"",-73.97207836,"",E 51 St & Lexington Ave,"",E 51 St & Lexington Ave,1,In Service,false,51
3597,"",4,21,"","",2019-06-12T19:14:51.000-07:00,40.7577284,"",-73.9166368,"",43 St & Broadway,"",43 St & Broadway,1,In Service,false,25
3639,"",0,28,"","",2019-06-12T19:17:17.000-07:00,40.7192517,"",-74.034234,"",Harborside,"",Harborside,1,In Service,false,30
3765,"",1,19,"","",2019-06-12T19:14:35.000-07:00,40.709897,"",-73.94008,"",Bushwick Ave & Stagg St,"",Bushwick Ave & Stagg St,1,In Service,false,21
396,"",13,12,"","",2019-06-12T19:17:24.000-07:00,40.680342423,"",-73.9557689392,"",Lefferts Pl & Franklin Ave,"",Lefferts Pl & Franklin Ave,1,In Service,false,25
3124,"",15,11,"","",2019-06-12T19:17:37.000-07:00,40.74731,"",-73.95451,"",46 Ave & 5 St,"",46 Ave & 5 St,1,In Service,false,27
3315,"",22,0,"","",2019-06-12T19:17:23.000-07:00,40.6847514,"",-73.99917254,"",Henry St & Degraw St,"",Henry St & Degraw St,1,In Service,false,23
3479,"",33,10,"","",2019-06-12T19:15:28.000-07:00,40.68512559515415,"",-74.02535319328308,"",Picnic Point,"",Picnic Point,1,In Service,false,45
3100,"",26,24,"","",2019-06-12T19:16:40.000-07:00,40.724812564400175,"",-73.94752621650696,"",Nassau Ave & Newell St,"",Nassau Ave & Newell St,1,In Service,false,51
3123,"",2,24,"","",2019-06-12T19:15:47.000-07:00,40.74469738,"",-73.93540375,"",31 St & Thomson Ave,"",31 St & Thomson Ave,1,In Service,false,27
3305,"",23,15,"","",2019-06-12T19:15:43.000-07:00,40.78112229934166,"",-73.94965589046478,"",E 91 St & 2 Ave,"",E 91 St & 2 Ave,1,In Service,false,39
3414,"",22,8,"","",2019-06-12T19:16:29.000-07:00,40.680944723477296,"",-73.97567331790923,"",Bergen St & Flatbush Ave,"",Bergen St & Flatbush Ave,1,In Service,false,33
3678,"",8,9,"","",2019-06-12T19:16:35.000-07:00,40.72572613742557,"",-74.07195925712585,"",Fairmount Ave,"",Fairmount Ave,1,In Service,false,18
281,"",0,63,"","",2019-06-12T19:16:22.000-07:00,40.7643971,"",-73.97371465,"",Grand Army Plaza & Central Park S,"",Grand Army Plaza & Central Park S,1,In Service,false,66
336,"",35,1,"","",2019-06-12T19:16:26.000-07:00,40.73047747,"",-73.99906065,"",Sullivan St & Washington Sq,"",Sullivan St & Washington Sq,1,In Service,false,36
3299,"",0,25,"","",2019-06-12T19:14:23.000-07:00,40.78813,"",-73.95206,"",E 98 St & Park Ave,"",E 98 St & Park Ave,1,In Service,false,25
3458,"",0,0,"","",2019-05-07T09:15:24.000-07:00,40.76309387270797,"",-73.9783501625061,"",W 55 St & 6 Ave,"",W 55 St & 6 Ave,3,Not In Service,false,0
3496,"",16,9,"","",2019-06-12T19:15:44.000-07:00,40.7923272,"",-73.9383,"",1 Ave & E 110 St,"",1 Ave & E 110 St,1,In Service,false,25
3661,"",18,0,"","",2019-06-12T19:16:09.000-07:00,40.666439306870814,"",-73.9605563879013,"",Montgomery St & Franklin Ave,"",Montgomery St & Franklin Ave,1,In Service,false,19
267,"",0,0,"","",2019-05-03T07:05:17.000-07:00,40.75097711,"",-73.98765428,"",Broadway & W 36 St,"",Broadway & W 36 St,3,Not In Service,false,0
317,"",52,1,"","",2019-06-12T19:15:55.000-07:00,40.72453734,"",-73.98185424,"",E 6 St & Ave. B,"",E 6 St & Ave. B,1,In Service,false,54
357,"",0,0,"","",1969-12-31T19:00:00.000-08:00,40.73261787,"",-73.99158043,"",E 11 St & Broadway,"",E 11 St & Broadway,3,Not In Service,false,0
416,"",13,18,"","",2019-06-12T19:15:36.000-07:00,40.68753406,"",-73.97265183,"",Cumberland St & Lafayette Ave,"",Cumberland St & Lafayette Ave,1,In Service,false,31
3220,"",0,18,"","",2019-06-12T19:14:12.000-07:00,40.734961020009514,"",-74.0595030784607,"",5 Corners Library,"",5 Corners Library,1,In Service,false,18
3435,"",10,31,"","",2019-06-12T19:16:05.000-07:00,40.718822,"",-73.99596,"",Grand St & Elizabeth St,"",Grand St & Elizabeth St,1,In Service,false,45
261,"",8,19,"","",2019-06-12T19:17:42.000-07:00,40.69474881,"",-73.98362464,"",Johnson St & Gold St,"",Johnson St & Gold St,1,In Service,false,27
398,"",30,1,"","",2019-06-12T19:16:45.000-07:00,40.69165183,"",-73.9999786,"",Atlantic Ave & Furman St,"",Atlantic Ave & Furman St,1,In Service,false,31
3146,"",9,38,"","",2019-06-12T19:15:16.000-07:00,40.77573034,"",-73.9567526,"",E 81 St & 3 Ave,"",E 81 St & 3 Ave,1,In Service,false,47
3301,"",16,23,"","",2019-06-12T19:15:27.000-07:00,40.7919557,"",-73.968087,"",Columbus Ave & W 95 St,"",Columbus Ave & W 95 St,1,In Service,false,39
3711,"",42,5,"","",2019-06-12T19:17:10.000-07:00,40.72966729392978,"",-73.98067966103554,"",E 13 St & Ave. A,"",E 13 St & Ave. A,1,In Service,false,47
3745,"",0,27,"","",2019-06-12T19:13:57.000-07:00,40.75651272984955,"",-73.92957486212252,"",36 Ave & 31 St,"",36 Ave & 31 St,1,In Service,false,27
3058,"",9,14,"","",2019-06-12T19:15:58.000-07:00,40.69237074,"",-73.93705428,"",Lewis Ave & Kosciuszko St,"",Lewis Ave & Kosciuszko St,1,In Service,false,24
394,"",31,1,"","",2019-06-12T19:17:03.000-07:00,40.72521311,"",-73.97768752,"",E 9 St & Ave. C,"",E 9 St & Ave. C,1,In Service,false,34
484,"",0,44,"","",2019-06-12T19:14:22.000-07:00,40.75500254,"",-73.98014437,"",W 44 St & 5 Ave,"",W 44 St & 5 Ave,1,In Service,false,46
531,"",22,14,"","",2019-06-12T19:16:18.000-07:00,40.71893904,"",-73.99266288,"",Forsyth St & Broome St,"",Forsyth St & Broome St,1,In Service,false,39
3194,"",3,19,"","",2019-06-12T19:17:06.000-07:00,40.7253399253558,"",-74.06762212514877,"",McGinley Square,"",McGinley Square,1,In Service,false,22
3212,"",5,17,"","",2019-06-12T19:17:07.000-07:00,40.734785818,"",-74.050443636,"",Christ Hospital,"",Christ Hospital,1,In Service,false,22
3317,"",18,6,"","",2019-06-12T19:17:29.000-07:00,40.6686273,"",-73.98700053,"",10 St & 5 Ave,"",10 St & 5 Ave,1,In Service,false,24
3425,"",1,31,"","",2019-06-12T19:15:06.000-07:00,40.7892105,"",-73.94370784,"",2 Ave & E 104 St,"",2 Ave & E 104 St,1,In Service,false,33
3560,"",0,19,"","",2019-06-12T19:15:06.000-07:00,40.754876,"",-73.934326,"",28 St & 38 Ave,"",28 St & 38 Ave,1,In Service,false,19
3747,"",12,20,"","",2019-06-12T19:17:43.000-07:00,40.77755374298887,"",-73.95512759685516,"",E 84 St & 3 Ave,"",E 84 St & 3 Ave,1,In Service,false,33
3749,"",1,20,"","",2019-06-12T19:16:26.000-07:00,40.747573958954796,"",-73.9788007736206,"",Lexington Ave & E 36 St,"",Lexington Ave & E 36 St,1,In Service,false,23
3774,"",18,4,"","",2019-06-12T19:15:40.000-07:00,40.704425,"",-73.92836,"",Knickerbocker Ave & George St,"",Knickerbocker Ave & George St,1,In Service,false,23
3788,"",3,24,"","",2019-06-12T19:15:20.000-07:00,40.73269,"",-73.98974,"",E 12 St & 4 Av,"",E 12 St & 4 Av,1,In Service,false,27
3002,"",2,19,"","",2019-06-12T19:17:44.000-07:00,40.711512,"",-74.015756,"",S End Ave & Liberty St,"",S End Ave & Liberty St,1,In Service,false,25
3096,"",31,3,"","",2019-06-12T19:15:21.000-07:00,40.71924,"",-73.95242,"",Union Ave & N 12 St,"",Union Ave & N 12 St,1,In Service,false,39
3289,"",6,26,"","",2019-06-12T19:15:19.000-07:00,40.79017948095081,"",-73.97288918495178,"",W 90 St & Amsterdam Ave,"",W 90 St & Amsterdam Ave,1,In Service,false,32
3720,"",16,7,"","",2019-06-12T19:14:55.000-07:00,40.68461653897949,"",-73.98721285164356,"",Wyckoff St & Bond St,"",Wyckoff St & Bond St,1,In Service,false,23
340,"",12,15,"","",2019-06-12T19:15:39.000-07:00,40.71269042,"",-73.98776323,"",Madison St & Clinton St,"",Madison St & Clinton St,1,In Service,false,27
456,"",0,33,"","",2019-06-12T19:16:16.000-07:00,40.7597108,"",-73.97402311,"",E 53 St & Madison Ave,"",E 53 St & Madison Ave,1,In Service,false,35
458,"",0,30,"","",2019-06-12T19:15:14.000-07:00,40.751396,"",-74.005226,"",11 Ave & W 27 St,"",11 Ave & W 27 St,1,In Service,false,31
469,"",0,57,"","",2019-06-12T19:16:26.000-07:00,40.76344058,"",-73.98268129,"",Broadway & W 53 St,"",Broadway & W 53 St,1,In Service,false,57
526,"",0,0,"","",2019-06-05T07:49:15.000-07:00,40.74765947,"",-73.98490707,"",E 33 St & 5 Ave,"",E 33 St & 5 Ave,3,Not In Service,false,0
3376,"",0,38,"","",2019-06-12T19:16:51.000-07:00,40.76471851944339,"",-73.96222069859505,"",E 65 St & 2 Ave,"",E 65 St & 2 Ave,1,In Service,false,39
