id,altitude,availableBikes,availableDocks,city,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusKey,statusValue,testStation,totalDocks
474,"",1,53,"","",2019-06-12T19:17:40.000-07:00,40.7451677,"",-73.98683077,"",5 Ave & E 29 St,"",5 Ave & E 29 St,1,In Service,false,56
3506,"",3,20,"","",2019-06-12T19:14:32.000-07:00,40.8013066,"",-73.9398167,"",Lexington Ave & E 120 St,"",Lexington Ave & E 120 St,1,In Service,false,29
3764,"",0,21,"","",2019-06-12T19:14:27.000-07:00,40.705517,"",-73.93936,"",Bushwick Ave & McKibbin St,"",Bushwick Ave & McKibbin St,1,In Service,false,21
418,"",6,17,"","",2019-06-12T19:16:00.000-07:00,40.70224,"",-73.982578,"",Front St & Gold St,"",Front St & Gold St,1,In Service,false,23
3061,"",2,18,"","",2019-06-12T19:16:13.000-07:00,40.69622937,"",-73.94371094,"",Throop Ave & Myrtle Ave,"",Throop Ave & Myrtle Ave,1,In Service,false,21
3106,"",13,5,"","",2019-06-12T19:17:37.000-07:00,40.72325,"",-73.94308,"",Driggs Ave & N Henry St,"",Driggs Ave & N Henry St,1,In Service,false,22
3199,"",4,10,"","",2019-06-12T19:16:32.000-07:00,40.7287448,"",-74.0321082,"",Newport Pkwy,"",Newport Pkwy,1,In Service,false,14
3280,"",7,7,"","",2019-06-12T19:15:50.000-07:00,40.71928220070702,"",-74.07126188278198,"",Astor Place,"",Astor Place,1,In Service,false,14
3391,"",6,18,"","",2019-06-12T19:13:58.000-07:00,40.7892529,"",-73.93956237,"",E 106 St & 1 Ave,"",E 106 St & 1 Ave,1,In Service,false,25
270,"",9,14,"","",2019-06-12T19:17:34.000-07:00,40.69308257,"",-73.97178913,"",Adelphi St & Myrtle Ave,"",Adelphi St & Myrtle Ave,1,In Service,false,23
293,"",1,53,"","",2019-06-12T19:17:43.000-07:00,40.73020660529954,"",-73.99102628231049,"",Lafayette St & E 8 St,"",Lafayette St & E 8 St,1,In Service,false,55
3155,"",1,37,"","",2019-06-12T19:16:37.000-07:00,40.76440023,"",-73.96648977,"",Lexington Ave & E 63 St,"",Lexington Ave & E 63 St,1,In Service,false,39
3327,"",7,19,"","",2019-06-12T19:17:40.000-07:00,40.7877214,"",-73.94728331,"",3 Ave & E 100 St,"",3 Ave & E 100 St,1,In Service,false,27
3704,"",1,18,"","",2019-06-12T19:14:49.000-07:00,40.7437524099784,"",-73.94176483154297,"",47 Ave & Skillman Ave,"",47 Ave & Skillman Ave,1,In Service,false,19
243,"",26,4,"","",2019-06-12T19:15:55.000-07:00,40.68841,"",-73.979458,"",Fulton St & Rockwell Pl,"",Fulton St & Rockwell Pl,1,In Service,false,31
278,"",10,7,"","",2019-06-12T19:16:05.000-07:00,40.69766564,"",-73.98476437,"",Concord St & Bridge St,"",Concord St & Bridge St,1,In Service,false,19
442,"",1,48,"","",2019-06-12T19:17:32.000-07:00,40.746647,"",-73.993915,"",W 27 St & 7 Ave,"",W 27 St & 7 Ave,1,In Service,false,51
3452,"",3,39,"","",2019-06-12T19:15:54.000-07:00,40.71915571696044,"",-73.94885390996933,"",Bayard St & Leonard St,"",Bayard St & Leonard St,1,In Service,false,43
296,"",24,10,"","",2019-06-12T19:14:18.000-07:00,40.71413089,"",-73.9970468,"",Division St & Bowery,"",Division St & Bowery,1,In Service,false,35
3069,"",14,12,"","",2019-06-12T19:17:37.000-07:00,40.70411791,"",-73.94818595,"",Lorimer St & Broadway,"",Lorimer St & Broadway,1,In Service,false,29
3081,"",5,24,"","",2019-06-12T19:16:14.000-07:00,40.711863,"",-73.944024,"",Graham Ave & Grand St,"",Graham Ave & Grand St,1,In Service,false,29
415,"",2,39,"","",2019-06-12T19:16:27.000-07:00,40.7047177,"",-74.00926027,"",Pearl St & Hanover Square,"",Pearl St & Hanover Square,1,In Service,false,42
3640,"",1,16,"","",2019-06-12T19:14:32.000-07:00,40.73367,"",-74.0625,"",Journal Square,"",Journal Square,1,In Service,false,18
502,"",27,2,"","",2019-06-12T19:15:06.000-07:00,40.714215,"",-73.981346,"",Henry St & Grand St,"",Henry St & Grand St,1,In Service,false,30
3144,"",9,37,"","",2019-06-12T19:16:01.000-07:00,40.77677702,"",-73.9590097,"",E 81 St & Park Ave,"",E 81 St & Park Ave,1,In Service,false,46
3296,"",10,31,"","",2019-06-12T19:16:34.000-07:00,40.782454175279874,"",-73.9489196240902,"",E 93 St & 2 Ave,"",E 93 St & 2 Ave,1,In Service,false,42
3302,"",0,22,"","",2019-06-12T19:14:09.000-07:00,40.7969347,"",-73.9643412291,"",Columbus Ave & W 103 St,"",Columbus Ave & W 103 St,1,In Service,false,22
3382,"",25,5,"","",2019-06-12T19:17:04.000-07:00,40.680611,"",-73.99475825,"",Carroll St & Smith St,"",Carroll St & Smith St,1,In Service,false,31
3603,"",2,19,"","",2019-06-12T19:16:13.000-07:00,40.7647,"",-73.9240312,"",31 Ave & 30 St,"",31 Ave & 30 St,1,In Service,false,21
3680,"",0,54,"","",2019-06-12T19:16:58.000-07:00,40.754120810779256,"",-73.98025184869766,"",E 43 St & 5 Ave,"",E 43 St & 5 Ave,1,In Service,false,55
167,"",0,45,"","",2019-06-12T19:15:57.000-07:00,40.7489006,"",-73.97604882,"",E 39 St & 3 Ave,"",E 39 St & 3 Ave,1,In Service,false,45
385,"",0,0,"","",2019-06-06T07:48:04.000-07:00,40.75797322,"",-73.96603308,"",E 55 St & 2 Ave,"",E 55 St & 2 Ave,3,Not In Service,false,0
3324,"",12,12,"","",2019-06-12T19:17:41.000-07:00,40.6685455,"",-73.99333264,"",3 Ave & 14 St,"",3 Ave & 14 St,1,In Service,false,25
237,"",14,4,"","",2019-06-12T19:16:12.000-07:00,40.73047309,"",-73.98672378,"",E 11 St & 2 Ave,"",E 11 St & 2 Ave,1,In Service,false,19
241,"",13,10,"","",2019-06-12T19:17:26.000-07:00,40.68981035,"",-73.97493121,"",DeKalb Ave & S Portland Ave,"",DeKalb Ave & S Portland Ave,1,In Service,false,23
347,"",21,12,"","",2019-06-12T19:17:05.000-07:00,40.728846,"",-74.008591,"",Greenwich St & W Houston St,"",Greenwich St & W Houston St,1,In Service,false,35
3158,"",0,27,"","",2019-06-12T19:17:11.000-07:00,40.77163851,"",-73.98261428,"",W 63 St & Broadway,"",W 63 St & Broadway,1,In Service,false,31
3491,"",9,14,"","",2019-06-12T19:15:05.000-07:00,40.79747,"",-73.93504,"",E 118 St & 1 Ave,"",E 118 St & 1 Ave,1,In Service,false,24
3662,"",1,20,"","",2019-06-12T19:14:24.000-07:00,40.761293897289086,"",-73.916916847229,"",31 Ave & Steinway St,"",31 Ave & Steinway St,1,In Service,false,21
330,"",1,37,"","",2019-06-12T19:16:22.000-07:00,40.71450451,"",-74.00562789,"",Reade St & Broadway,"",Reade St & Broadway,1,In Service,false,39
414,"",5,19,"","",2019-06-12T19:16:27.000-07:00,40.70281858,"",-73.98765762,"",Pearl St & Anchorage Pl,"",Pearl St & Anchorage Pl,1,In Service,false,24
530,"",21,2,"","",2019-06-12T19:17:42.000-07:00,40.77149671054441,"",-73.99046033620834,"",11 Ave & W 59 St,"",11 Ave & W 59 St,1,In Service,false,24
3368,"",29,0,"","",2019-06-12T19:15:00.000-07:00,40.6728155,"",-73.98352355,"",5 Ave & 3 St,"",5 Ave & 3 St,1,In Service,false,30
427,"",4,42,"","",2019-06-12T19:17:01.000-07:00,40.701907,"",-74.013942,"",Bus Slip & State St,"",Bus Slip & State St,1,In Service,false,47
486,"",2,35,"","",2019-06-12T19:17:07.000-07:00,40.7462009,"",-73.98855723,"",Broadway & W 29 St,"",Broadway & W 29 St,1,In Service,false,41
487,"",6,28,"","",2019-06-12T19:16:45.000-07:00,40.73314259,"",-73.97573881,"",E 20 St & FDR Drive,"",E 20 St & FDR Drive,1,In Service,false,34
3125,"",0,23,"","",2019-06-12T19:14:13.000-07:00,40.74708586,"",-73.94977234,"",45 Rd & 11 St,"",45 Rd & 11 St,1,In Service,false,23
3243,"",0,28,"","",2019-06-12T19:14:40.000-07:00,40.75892386377695,"",-73.96226227283478,"",E 58 St & 1 Ave (NE Corner),"",E 58 St & 1 Ave (NE Corner),1,In Service,false,29
3352,"",20,1,"","",2019-06-12T19:17:43.000-07:00,40.67267243410948,"",-74.0087952464819,"",Sigourney St & Columbia St,"",Sigourney St & Columbia St,1,In Service,false,21
532,"",33,9,"","",2019-06-12T19:17:07.000-07:00,40.710451,"",-73.960876,"",S 5 Pl & S 5 St,"",S 5 Pl & S 5 St,1,In Service,false,43
3161,"",14,44,"","",2019-06-12T19:15:43.000-07:00,40.7801839724239,"",-73.97728532552719,"",W 76 St & Columbus Ave,"",W 76 St & Columbus Ave,1,In Service,false,59
3269,"",2,12,"","",2019-06-12T19:15:25.000-07:00,40.72601172964625,"",-74.05038893222809,"",Brunswick & 6th,"",Brunswick & 6th,1,In Service,false,14
3311,"",17,0,"","",2019-06-12T19:15:02.000-07:00,40.68763155,"",-74.0016256,"",Columbia St & Kane St,"",Columbia St & Kane St,1,In Service,false,21
3362,"",15,16,"","",2019-06-12T19:17:02.000-07:00,40.7781314,"",-73.96069399,"",Madison Ave & E 82 St,"",Madison Ave & E 82 St,1,In Service,false,34
3495,"",19,2,"","",2019-06-12T19:17:14.000-07:00,40.7945663,"",-73.9362541,"",E 114 St & 1 Ave,"",E 114 St & 1 Ave,1,In Service,false,24
3102,"",23,0,"","",2019-06-12T19:14:44.000-07:00,40.72179134,"",-73.9504154,"",Driggs Ave & Lorimer St,"",Driggs Ave & Lorimer St,1,In Service,false,27
3341,"",8,33,"","",2019-06-12T19:17:23.000-07:00,40.795346,"",-73.96186,"",Central Park W & W 102 St,"",Central Park W & W 102 St,1,In Service,false,41
399,"",18,8,"","",2019-06-12T19:16:15.000-07:00,40.68851534,"",-73.9647628,"",Lafayette Ave & St James Pl,"",Lafayette Ave & St James Pl,1,In Service,false,27
3092,"",4,21,"","",2019-06-12T19:15:48.000-07:00,40.7190095,"",-73.95852515,"",Berry St & N 8 St,"",Berry St & N 8 St,1,In Service,false,27
3326,"",20,0,"","",2019-06-12T19:14:25.000-07:00,40.67434,"",-74.00194698,"",Clinton St & Centre St,"",Clinton St & Centre St,1,In Service,false,21
3612,"",6,9,"","",2019-06-12T19:16:04.000-07:00,40.7703743,"",-73.9286078,"",30 Ave & 21 St,"",30 Ave & 21 St,1,In Service,false,15
3692,"",0,15,"","",2019-06-12T19:15:58.000-07:00,40.699997484388504,"",-73.97440128028393,"",5 St & Market St,"",5 St & Market St,1,In Service,false,15
3766,"",1,20,"","",2019-06-12T19:17:27.000-07:00,40.715353,"",-73.93856,"",Sharon St & Olive St,"",Sharon St & Olive St,1,In Service,false,24
3787,"",0,22,"","",2019-06-12T19:15:20.000-07:00,40.69985,"",-73.97141,"",Dock 72 Way & Market St,"",Dock 72 Way & Market St,1,In Service,false,22
228,"",0,54,"","",2019-06-12T19:14:56.000-07:00,40.7546011026,"",-73.971878855,"",E 48 St & 3 Ave,"",E 48 St & 3 Ave,1,In Service,false,55
274,"",29,0,"","",2019-06-12T19:16:02.000-07:00,40.68691865,"",-73.976682,"",Lafayette Ave & Fort Greene Pl,"",Lafayette Ave & Fort Greene Pl,1,In Service,false,31
529,"",12,27,"","",2019-06-12T19:15:59.000-07:00,40.7575699,"",-73.99098507,"",W 42 St & 8 Ave,"",W 42 St & 8 Ave,1,In Service,false,41
3076,"",9,27,"","",2019-06-12T19:17:03.000-07:00,40.70870368,"",-73.9448625,"",Scholes St & Manhattan Ave,"",Scholes St & Manhattan Ave,1,In Service,false,36
3284,"",7,30,"","",2019-06-12T19:14:37.000-07:00,40.781410700190015,"",-73.95595908164978,"",E 88 St & Park Ave,"",E 88 St & Park Ave,1,In Service,false,38
262,"",7,15,"","",2019-06-12T19:14:54.000-07:00,40.6917823,"",-73.9737299,"",Washington Park,"",Washington Park,1,In Service,false,24
325,"",10,25,"","",2019-06-12T19:13:57.000-07:00,40.73624527,"",-73.98473765,"",E 19 St & 3 Ave,"",E 19 St & 3 Ave,1,In Service,false,35
406,"",14,19,"","",2019-06-12T19:17:00.000-07:00,40.69512845,"",-73.99595065,"",Hicks St & Montague St,"",Hicks St & Montague St,1,In Service,false,34
3399,"",22,0,"","",2019-06-12T19:15:05.000-07:00,40.67260298150126,"",-73.98983001708984,"",7 St & 3 Ave,"",7 St & 3 Ave,1,In Service,false,24
3532,"",8,19,"","",2019-06-12T19:17:10.000-07:00,40.78145,"",-73.9183302,"",Ditmars Blvd & 19 St,"",Ditmars Blvd & 19 St,1,In Service,false,27
3689,"",9,38,"","",2019-06-12T19:14:56.000-07:00,40.799041392882984,"",-73.96649479866028,"",W 104 St & Amsterdam Ave,"",W 104 St & Amsterdam Ave,1,In Service,false,47
3330,"",18,0,"","",2019-06-12T19:17:15.000-07:00,40.6725058,"",-74.00494695,"",Henry St & Bay St,"",Henry St & Bay St,1,In Service,false,19
3396,"",15,9,"","",2019-06-12T19:15:03.000-07:00,40.6783563,"",-74.00014502,"",Clinton St & 4 Place,"",Clinton St & 4 Place,1,In Service,false,25
421,"",6,12,"","",2019-06-12T19:17:01.000-07:00,40.69573398,"",-73.97129668,"",Clermont Ave & Park Ave,"",Clermont Ave & Park Ave,1,In Service,false,19
3339,"",20,2,"","",2019-06-12T19:14:50.000-07:00,40.6765304,"",-73.97846879,"",Berkeley Pl & 6 Ave,"",Berkeley Pl & 6 Ave,1,In Service,false,23
264,"",0,27,"","",2019-06-12T19:15:05.000-07:00,40.70706456,"",-74.00731853,"",Maiden Ln & Pearl St,"",Maiden Ln & Pearl St,1,In Service,false,27
3201,"",6,12,"","",2019-06-12T19:14:01.000-07:00,40.737711,"",-74.066921,"",Dey St,"",Dey St,1,In Service,false,18
3430,"",9,15,"","",2019-06-12T19:13:57.000-07:00,40.71907891179564,"",-73.94223690032959,"",Richardson St & N Henry St,"",Richardson St & N Henry St,1,In Service,false,25
3552,"",1,38,"","",2019-06-12T19:17:19.000-07:00,40.805973,"",-73.964928,"",W 113 St & Broadway,"",W 113 St & Broadway,1,In Service,false,39
3791,"",15,17,"","",2019-06-12T19:16:51.000-07:00,40.73520838045357,"",-74.04696375131607,"",Hoboken Ave at Monmouth St,"",Hoboken Ave at Monmouth St,1,In Service,false,32
229,"",8,14,"","",2019-06-12T19:17:01.000-07:00,40.72743423,"",-73.99379025,"",Great Jones St,"",Great Jones St,1,In Service,false,23
3136,"",0,42,"","",2019-06-12T19:16:13.000-07:00,40.766368,"",-73.971518,"",5 Ave & E 63 St,"",5 Ave & E 63 St,1,In Service,false,44
3173,"",39,0,"","",2019-06-12T19:15:23.000-07:00,40.777507027547976,"",-73.98888587951659,"",Riverside Blvd & W 67 St,"",Riverside Blvd & W 67 St,1,In Service,false,39
3403,"",27,3,"","",2019-06-12T19:15:49.000-07:00,40.6705135,"",-73.98876585,"",4 Ave & 9 St,"",4 Ave & 9 St,1,In Service,false,31
3671,"",8,28,"","",2019-06-12T19:14:12.000-07:00,40.774779448957275,"",-73.95427465438843,"",E 81 St & 2 Ave,"",E 81 St & 2 Ave,1,In Service,false,37
3687,"",2,54,"","",2019-06-12T19:16:52.000-07:00,40.74322681432173,"",-73.97449783980846,"",E 33 St & 1 Ave,"",E 33 St & 1 Ave,1,In Service,false,59
3737,"",19,16,"","",2019-06-12T19:16:50.000-07:00,40.720747,"",-73.986274,"",Stanton St & Norfolk St,"",Stanton St & Norfolk St,1,In Service,false,35
275,"",1,15,"","",2019-06-12T19:17:38.000-07:00,40.68650065,"",-73.96563307,"",Washington Ave & Greene Ave,"",Washington Ave & Greene Ave,1,In Service,false,19
343,"",13,9,"","",2019-06-12T19:15:35.000-07:00,40.69794,"",-73.96986848,"",Clinton Ave & Flushing Ave,"",Clinton Ave & Flushing Ave,1,In Service,false,23
439,"",39,0,"","",2019-06-12T19:17:36.000-07:00,40.7262807,"",-73.98978041,"",E 4 St & 2 Ave,"",E 4 St & 2 Ave,1,In Service,false,39
3054,"",6,12,"","",2019-06-12T19:17:27.000-07:00,40.6894932,"",-73.942061,"",Greene Ave & Throop Ave,"",Greene Ave & Throop Ave,1,In Service,false,19
3196,"",1,17,"","",2019-06-12T19:16:50.000-07:00,40.7443187,"",-74.0439909,"",Riverview Park,"",Riverview Park,1,In Service,false,18
3366,"",3,28,"","",2019-06-12T19:14:07.000-07:00,40.8021174,"",-73.9681805305,"",W End Ave & W 107 St,"",W End Ave & W 107 St,1,In Service,false,31
3410,"",28,2,"","",2019-06-12T19:16:13.000-07:00,40.6864442,"",-73.98759104,"",Dean St & Hoyt St,"",Dean St & Hoyt St,1,In Service,false,31
513,"",0,27,"","",2019-06-12T19:17:43.000-07:00,40.768254,"",-73.988639,"",W 56 St & 10 Ave,"",W 56 St & 10 Ave,1,In Service,false,29
3043,"",4,15,"","",2019-06-12T19:14:34.000-07:00,40.6814598,"",-73.934903,"",Lewis Ave & Decatur St,"",Lewis Ave & Decatur St,1,In Service,false,19
3105,"",11,12,"","",2019-06-12T19:13:47.000-07:00,40.724055,"",-73.955736,"",N 15 St & Wythe Ave,"",N 15 St & Wythe Ave,1,In Service,false,24
3258,"",4,30,"","",2019-06-12T19:16:29.000-07:00,40.75018156325683,"",-74.00218427181244,"",W 27 St & 10 Ave,"",W 27 St & 10 Ave,1,In Service,false,37
3306,"",21,1,"","",2019-06-12T19:17:23.000-07:00,40.6662078,"",-73.98199886,"",10 St & 7 Ave,"",10 St & 7 Ave,1,In Service,false,23
3343,"",2,20,"","",2019-06-12T19:16:35.000-07:00,40.7997568,"",-73.9621128676,"",W 107 St & Columbus Ave,"",W 107 St & Columbus Ave,1,In Service,false,23
3386,"",2,25,"","",2019-06-12T19:14:29.000-07:00,40.6809591,"",-73.99905709,"",1 Pl & Clinton St,"",1 Pl & Clinton St,1,In Service,false,27
3398,"",15,8,"","",2019-06-12T19:17:07.000-07:00,40.6746957,"",-73.99785768,"",Smith St & 9 St,"",Smith St & 9 St,1,In Service,false,23
3539,"",0,43,"","",2019-06-12T19:17:07.000-07:00,40.8067581,"",-73.9607082,"",W 116 St & Amsterdam Ave,"",W 116 St & Amsterdam Ave,1,In Service,false,43
144,"",9,9,"","",2019-06-12T19:13:59.000-07:00,40.69839895,"",-73.98068914,"",Nassau St & Navy St,"",Nassau St & Navy St,1,In Service,false,19
388,"",2,31,"","",2019-06-12T19:17:40.000-07:00,40.749717753,"",-74.002950346,"",W 26 St & 10 Ave,"",W 26 St & 10 Ave,1,In Service,false,35
412,"",25,0,"","",2019-06-12T19:15:26.000-07:00,40.7158155,"",-73.99422366,"",Forsyth St & Canal St,"",Forsyth St & Canal St,1,In Service,false,29
417,"",0,20,"","",2019-06-12T19:17:07.000-07:00,40.71291224,"",-74.01020234,"",Barclay St & Church St,"",Barclay St & Church St,1,In Service,false,25
2021,"",11,32,"","",2019-06-12T19:17:11.000-07:00,40.75929124,"",-73.98859651,"",W 45 St & 8 Ave,"",W 45 St & 8 Ave,1,In Service,false,43
3437,"",19,19,"","",2019-06-12T19:14:06.000-07:00,40.79313480986663,"",-73.97700369358063,"",Riverside Dr & W 91 St,"",Riverside Dr & W 91 St,1,In Service,false,39
3210,"",5,13,"","",2019-06-12T19:16:14.000-07:00,40.742677141,"",-74.051788633,"",Pershing Field,"",Pershing Field,1,In Service,false,18
3390,"",1,20,"","",2019-06-12T19:15:44.000-07:00,40.79329668,"",-73.9432083,"",E 109 St & 3 Ave,"",E 109 St & 3 Ave,1,In Service,false,24
3405,"",23,0,"","",2019-06-12T19:15:27.000-07:00,40.6704836,"",-73.98208968,"",5 St & 6 Ave,"",5 St & 6 Ave,1,In Service,false,23
3617,"",6,21,"","",2019-06-12T19:15:25.000-07:00,40.7671,"",-73.9169858,"",28 Ave & 35 St,"",28 Ave & 35 St,1,In Service,false,27
420,"",17,6,"","",2019-06-12T19:17:34.000-07:00,40.68764484,"",-73.96968902,"",Clermont Ave & Lafayette Ave,"",Clermont Ave & Lafayette Ave,1,In Service,false,23
3312,"",22,17,"","",2019-06-12T19:17:08.000-07:00,40.7817212,"",-73.94594,"",1 Ave & E 94 St,"",1 Ave & E 94 St,1,In Service,false,39
3440,"",3,40,"","",2019-06-12T19:17:18.000-07:00,40.692418292578466,"",-73.98949474096298,"",Fulton St & Adams St,"",Fulton St & Adams St,1,In Service,false,43
2012,"",4,32,"","",2019-06-12T19:15:52.000-07:00,40.739445,"",-73.976806,"",E 27 St & 1 Ave,"",E 27 St & 1 Ave,1,In Service,false,36
3559,"",1,18,"","",2019-06-12T19:14:46.000-07:00,40.7576314,"",-73.9391224,"",21 St & 38 Ave,"",21 St & 38 Ave,1,In Service,false,19
212,"",0,60,"","",2019-06-12T19:17:08.000-07:00,40.74334935,"",-74.00681753,"",W 16 St & The High Line,"",W 16 St & The High Line,1,In Service,false,60
3067,"",10,17,"","",2019-06-12T19:16:13.000-07:00,40.7016657,"",-73.9437303,"",Broadway & Whipple St,"",Broadway & Whipple St,1,In Service,false,27
3175,"",10,18,"","",2019-06-12T19:16:37.000-07:00,40.77748046,"",-73.98288594,"",W 70 St & Amsterdam Ave,"",W 70 St & Amsterdam Ave,1,In Service,false,31
376,"",1,41,"","",2019-06-12T19:17:41.000-07:00,40.70862144,"",-74.00722156,"",John St & William St,"",John St & William St,1,In Service,false,43
516,"",0,31,"","",2019-06-12T19:16:46.000-07:00,40.75206862,"",-73.96784384,"",E 47 St & 1 Ave,"",E 47 St & 1 Ave,1,In Service,false,31
3372,"",10,29,"","",2019-06-12T19:17:18.000-07:00,40.7689738,"",-73.95482273,"",E 74 St & 1 Ave,"",E 74 St & 1 Ave,1,In Service,false,39
3408,"",18,8,"","",2019-06-12T19:17:29.000-07:00,40.6881529,"",-73.99520919,"",Congress St & Clinton St,"",Congress St & Clinton St,1,In Service,false,27
3457,"",0,0,"","",2019-05-07T11:28:18.000-07:00,40.76302594280519,"",-73.97209525108337,"",E 58 St & Madison Ave,"",E 58 St & Madison Ave,3,Not In Service,false,0
3570,"",8,23,"","",2019-06-12T19:14:08.000-07:00,40.7557327,"",-73.9236611,"",35 Ave & 37 St,"",35 Ave & 37 St,1,In Service,false,31
119,"",6,11,"","",2019-06-12T19:14:22.000-07:00,40.69608941,"",-73.97803415,"",Park Ave & St Edwards St,"",Park Ave & St Edwards St,1,In Service,false,19
326,"",40,0,"","",2019-06-12T19:13:59.000-07:00,40.72953837,"",-73.98426726,"",E 11 St & 1 Ave,"",E 11 St & 1 Ave,1,In Service,false,41
386,"",0,41,"","",2019-06-12T19:16:21.000-07:00,40.71494807,"",-74.00234482,"",Centre St & Worth St,"",Centre St & Worth St,1,In Service,false,43
450,"",1,65,"","",2019-06-12T19:16:48.000-07:00,40.76227205,"",-73.98788205,"",W 49 St & 8 Ave,"",W 49 St & 8 Ave,1,In Service,false,67
3407,"",22,0,"","",2019-06-12T19:17:36.000-07:00,40.67909799721684,"",-73.98765474557877,"",Union St & Nevins St,"",Union St & Nevins St,1,In Service,false,23
3420,"",20,1,"","",2019-06-12T19:15:15.000-07:00,40.6802133,"",-73.98432695,"",Douglass St & 3 Ave,"",Douglass St & 3 Ave,1,In Service,false,21
496,"",4,43,"","",2019-06-12T19:14:46.000-07:00,40.73726186,"",-73.99238967,"",E 16 St & 5 Ave,"",E 16 St & 5 Ave,1,In Service,false,47
3322,"",20,5,"","",2019-06-12T19:14:13.000-07:00,40.668603,"",-73.9904394,"",12 St & 4 Ave,"",12 St & 4 Ave,1,In Service,false,25
402,"",1,36,"","",2019-06-12T19:17:05.000-07:00,40.7403432,"",-73.98955109,"",Broadway & E 22 St,"",Broadway & E 22 St,1,In Service,false,39
2022,"",1,32,"","",2019-06-12T19:16:40.000-07:00,40.759107,"",-73.959223,"",E 60 St & York Ave,"",E 60 St & York Ave,1,In Service,false,33
3486,"",26,4,"","",2019-06-12T19:16:15.000-07:00,40.688417427540834,"",-73.98451656103134,"",Schermerhorn St & Bond St,"",Schermerhorn St & Bond St,1,In Service,false,30
3734,"",0,49,"","",2019-06-12T19:16:44.000-07:00,40.759125,"",-73.962658,"",E 58 St &  1 Ave (NW Corner),"",E 58 St &  1 Ave (NW Corner),1,In Service,false,50
3050,"",7,13,"","",2019-06-12T19:15:45.000-07:00,40.6851532,"",-73.94111,"",Putnam Ave & Throop Ave,"",Putnam Ave & Throop Ave,1,In Service,false,21
3110,"",19,7,"","",2019-06-12T19:14:05.000-07:00,40.72708584,"",-73.95299117,"",Meserole Ave & Manhattan Ave,"",Meserole Ave & Manhattan Ave,1,In Service,false,28
3575,"",3,16,"","",2019-06-12T19:15:59.000-07:00,40.76108,"",-73.930562,"",Crescent St & 34 Ave,"",Crescent St & 34 Ave,1,In Service,false,19
116,"",6,31,"","",2019-06-12T19:17:18.000-07:00,40.74177603,"",-74.00149746,"",W 17 St & 8 Ave,"",W 17 St & 8 Ave,1,In Service,false,39
3183,"",0,28,"","",2019-05-20T08:46:06.000-07:00,40.7162469,"",-74.0334588,"",Exchange Place,"",Exchange Place,3,Not In Service,false,28
3319,"",8,13,"","",2019-06-12T19:14:06.000-07:00,40.666287,"",-73.98895053,"",14 St & 5 Ave,"",14 St & 5 Ave,1,In Service,false,21
3469,"",11,12,"","",2019-06-12T19:16:10.000-07:00,40.73181401720966,"",-73.95995020866394,"",India St & W St,"",India St & W St,1,In Service,false,23
3538,"",2,41,"","",2019-06-12T19:17:07.000-07:00,40.802692,"",-73.96295,"",W 110 St & Amsterdam Ave,"",W 110 St & Amsterdam Ave,1,In Service,false,45
3275,"",7,7,"","",2019-06-12T19:15:05.000-07:00,40.71835519823214,"",-74.03891444206238,"",Columbus Drive,"",Columbus Drive,1,In Service,false,14
3746,"",2,45,"","",2019-06-12T19:17:25.000-07:00,40.724308321602166,"",-74.00473035871983,"",6 Ave & Broome St,"",6 Ave & Broome St,1,In Service,false,48
3156,"",0,37,"","",2019-06-12T19:16:28.000-07:00,40.76663814,"",-73.95348296,"",E 72 St & York Ave,"",E 72 St & York Ave,1,In Service,false,37
3463,"",2,34,"","",2019-06-12T19:16:15.000-07:00,40.735367055605394,"",-73.98797392845154,"",E 16 St & Irving Pl,"",E 16 St & Irving Pl,1,In Service,false,37
3507,"",3,32,"","",2019-06-12T19:17:21.000-07:00,40.8045555,"",-73.9396861,"",Park Ave & E 124 St,"",Park Ave & E 124 St,1,In Service,false,36
3623,"",2,37,"","",2019-06-12T19:13:52.000-07:00,40.8109494,"",-73.9634,"",W 120 St & Claremont Ave,"",W 120 St & Claremont Ave,1,In Service,false,39
3664,"",1,28,"","",2019-06-12T19:17:43.000-07:00,40.72019521437465,"",-74.0103006362915,"",N Moore St & Greenwich St,"",N Moore St & Greenwich St,1,In Service,false,30
157,"",20,3,"","",2019-06-12T19:17:10.000-07:00,40.69089272,"",-73.99612349,"",Henry St & Atlantic Ave,"",Henry St & Atlantic Ave,1,In Service,false,23
3781,"",15,15,"","",2019-06-12T19:15:05.000-07:00,40.698568,"",-73.918877,"",Greene Av & Myrtle Av,"",Greene Av & Myrtle Av,1,In Service,false,30
363,"",2,45,"","",2019-06-12T19:14:36.000-07:00,40.70834698,"",-74.01713445,"",W Thames St,"",W Thames St,1,In Service,false,49
3295,"",13,42,"","",2019-06-12T19:17:01.000-07:00,40.79127,"",-73.964839,"",Central Park W & W 96 St,"",Central Park W & W 96 St,1,In Service,false,59
3481,"",3,17,"","",2019-06-12T19:17:32.000-07:00,40.71649,"",-74.04105,"",York St,"",York St,1,In Service,false,22
3728,"",5,17,"","",2019-06-12T19:14:33.000-07:00,40.69535693320225,"",-73.99344027042389,"",Pierrepont St & Monroe Pl,"",Pierrepont St & Monroe Pl,1,In Service,false,24
